video_id,player_name,t_s,x_yd
-zgIolzsJxY,Marcus Allen,0.0,0.0
-zgIolzsJxY,Marcus Allen,0.05,0.0142
-zgIolzsJxY,Marcus Allen,0.1,0.0559
-zgIolzsJxY,Marcus Allen,0.15,0.1236
-zgIolzsJxY,Marcus Allen,0.2,0.2161
-zgIolzsJxY,Marcus Allen,0.25,0.3323
-zgIolzsJxY,Marcus Allen,0.3,0.4708
-zgIolzsJxY,Marcus Allen,0.35,0.6306
-zgIolzsJxY,Marcus Allen,0.4,0.8106
-zgIolzsJxY,Marcus Allen,0.45,1.0099
-zgIolzsJxY,Marcus Allen,0.5,1.2274
-zgIolzsJxY,Marcus Allen,0.55,1.4623
-zgIolzsJxY,Marcus Allen,0.6,1.7137
-zgIolzsJxY,Marcus Allen,0.65,1.9808
-zgIolzsJxY,Marcus Allen,0.7,2.2628
-zgIolzsJxY,Marcus Allen,0.75,2.559
-zgIolzsJxY,Marcus Allen,0.8,2.8687
-zgIolzsJxY,Marcus Allen,0.85,3.1911
-zgIolzsJxY,Marcus Allen,0.9,3.5257
-zgIolzsJxY,Marcus Allen,0.95,3.8719
-zgIolzsJxY,Marcus Allen,1.0,4.229
-zgIolzsJxY,Marcus Allen,1.05,4.5966
-zgIolzsJxY,Marcus Allen,1.1,4.9742
-zgIolzsJxY,Marcus Allen,1.15,5.3611
-zgIolzsJxY,Marcus Allen,1.2,5.757
-zgIolzsJxY,Marcus Allen,1.25,6.1615
-zgIolzsJxY,Marcus Allen,1.3,6.574
-zgIolzsJxY,Marcus Allen,1.35,6.9942
-zgIolzsJxY,Marcus Allen,1.4,7.4218
-zgIolzsJxY,Marcus Allen,1.45,7.8563
-zgIolzsJxY,Marcus Allen,1.5,8.2974
-zgIolzsJxY,Marcus Allen,1.55,8.7448
-zgIolzsJxY,Marcus Allen,1.6,9.1981
-zgIolzsJxY,Marcus Allen,1.65,9.6571
-zgIolzsJxY,Marcus Allen,1.7,10.1215
-zgIolzsJxY,Marcus Allen,1.75,10.591
-zgIolzsJxY,Marcus Allen,1.8,11.0654
-zgIolzsJxY,Marcus Allen,1.85,11.5445
-zgIolzsJxY,Marcus Allen,1.9,12.0279
-zgIolzsJxY,Marcus Allen,1.95,12.5155
-zgIolzsJxY,Marcus Allen,2.0,13.007
-zgIolzsJxY,Marcus Allen,2.05,13.5024
-zgIolzsJxY,Marcus Allen,2.1,14.0013
-zgIolzsJxY,Marcus Allen,2.15,14.5037
-zgIolzsJxY,Marcus Allen,2.2,15.0092
-zgIolzsJxY,Marcus Allen,2.25,15.5179
-zgIolzsJxY,Marcus Allen,2.3,16.0295
-zgIolzsJxY,Marcus Allen,2.35,16.5439
-zgIolzsJxY,Marcus Allen,2.4,17.0609
-zgIolzsJxY,Marcus Allen,2.45,17.5804
-zgIolzsJxY,Marcus Allen,2.5,18.1023
-zgIolzsJxY,Marcus Allen,2.55,18.6265
-zgIolzsJxY,Marcus Allen,2.6,19.1528
-zgIolzsJxY,Marcus Allen,2.65,19.6812
-zgIolzsJxY,Marcus Allen,2.7,20.2116
-zgIolzsJxY,Marcus Allen,2.75,20.7438
-zgIolzsJxY,Marcus Allen,2.8,21.2777
-zgIolzsJxY,Marcus Allen,2.85,21.8133
-zgIolzsJxY,Marcus Allen,2.9,22.3505
-zgIolzsJxY,Marcus Allen,2.95,22.8893
-zgIolzsJxY,Marcus Allen,3.0,23.4294
-zgIolzsJxY,Marcus Allen,3.05,23.9709
-zgIolzsJxY,Marcus Allen,3.1,24.5138
-zgIolzsJxY,Marcus Allen,3.15,25.0578
-zgIolzsJxY,Marcus Allen,3.2,25.603
-zgIolzsJxY,Marcus Allen,3.25,26.1494
-zgIolzsJxY,Marcus Allen,3.3,26.6967
-zgIolzsJxY,Marcus Allen,3.35,27.2451
-zgIolzsJxY,Marcus Allen,3.4,27.7945
-zgIolzsJxY,Marcus Allen,3.45,28.3448
-zgIolzsJxY,Marcus Allen,3.5,28.8959
-zgIolzsJxY,Marcus Allen,3.55,29.4478
-zgIolzsJxY,Marcus Allen,3.6,30.0006
-zgIolzsJxY,Marcus Allen,3.65,30.554
-zgIolzsJxY,Marcus Allen,3.7,31.1082
-zgIolzsJxY,Marcus Allen,3.75,31.663
-zgIolzsJxY,Marcus Allen,3.8,32.2185
-zgIolzsJxY,Marcus Allen,3.85,32.7746
-zgIolzsJxY,Marcus Allen,3.9,33.3312
-zgIolzsJxY,Marcus Allen,3.95,33.8884
-zgIolzsJxY,Marcus Allen,4.0,34.4462
-zgIolzsJxY,Marcus Allen,4.05,35.0044
-zgIolzsJxY,Marcus Allen,4.1,35.5631
-zgIolzsJxY,Marcus Allen,4.15,36.1222
-zgIolzsJxY,Marcus Allen,4.2,36.6817
-zgIolzsJxY,Marcus Allen,4.25,37.2417
-zgIolzsJxY,Marcus Allen,4.3,37.802
-zgIolzsJxY,Marcus Allen,4.35,38.3627
-zgIolzsJxY,Marcus Allen,4.4,38.9238
-zgIolzsJxY,Marcus Allen,4.45,39.4851
-zgIolzsJxY,Marcus Allen,4.5,40.0468
-zgIolzsJxY,Davison Igbinosun,0.0,0.0
-zgIolzsJxY,Davison Igbinosun,0.05,0.0144
-zgIolzsJxY,Davison Igbinosun,0.1,0.0565
-zgIolzsJxY,Davison Igbinosun,0.15,0.1251
-zgIolzsJxY,Davison Igbinosun,0.2,0.2187
-zgIolzsJxY,Davison Igbinosun,0.25,0.3362
-zgIolzsJxY,Davison Igbinosun,0.3,0.4764
-zgIolzsJxY,Davison Igbinosun,0.35,0.6381
-zgIolzsJxY,Davison Igbinosun,0.4,0.8202
-zgIolzsJxY,Davison Igbinosun,0.45,1.0218
-zgIolzsJxY,Davison Igbinosun,0.5,1.2419
-zgIolzsJxY,Davison Igbinosun,0.55,1.4796
-zgIolzsJxY,Davison Igbinosun,0.6,1.7339
-zgIolzsJxY,Davison Igbinosun,0.65,2.0042
-zgIolzsJxY,Davison Igbinosun,0.7,2.2895
-zgIolzsJxY,Davison Igbinosun,0.75,2.5891
-zgIolzsJxY,Davison Igbinosun,0.8,2.9023
-zgIolzsJxY,Davison Igbinosun,0.85,3.2285
-zgIolzsJxY,Davison Igbinosun,0.9,3.567
-zgIolzsJxY,Davison Igbinosun,0.95,3.9172
-zgIolzsJxY,Davison Igbinosun,1.0,4.2785
-zgIolzsJxY,Davison Igbinosun,1.05,4.6503
-zgIolzsJxY,Davison Igbinosun,1.1,5.0322
-zgIolzsJxY,Davison Igbinosun,1.15,5.4236
-zgIolzsJxY,Davison Igbinosun,1.2,5.824
-zgIolzsJxY,Davison Igbinosun,1.25,6.2331
-zgIolzsJxY,Davison Igbinosun,1.3,6.6504
-zgIolzsJxY,Davison Igbinosun,1.35,7.0754
-zgIolzsJxY,Davison Igbinosun,1.4,7.5078
-zgIolzsJxY,Davison Igbinosun,1.45,7.9473
-zgIolzsJxY,Davison Igbinosun,1.5,8.3934
-zgIolzsJxY,Davison Igbinosun,1.55,8.8458
-zgIolzsJxY,Davison Igbinosun,1.6,9.3043
-zgIolzsJxY,Davison Igbinosun,1.65,9.7686
-zgIolzsJxY,Davison Igbinosun,1.7,10.2382
-zgIolzsJxY,Davison Igbinosun,1.75,10.7131
-zgIolzsJxY,Davison Igbinosun,1.8,11.1928
-zgIolzsJxY,Davison Igbinosun,1.85,11.6773
-zgIolzsJxY,Davison Igbinosun,1.9,12.1661
-zgIolzsJxY,Davison Igbinosun,1.95,12.6592
-zgIolzsJxY,Davison Igbinosun,2.0,13.1563
-zgIolzsJxY,Davison Igbinosun,2.05,13.6572
-zgIolzsJxY,Davison Igbinosun,2.1,14.1618
-zgIolzsJxY,Davison Igbinosun,2.15,14.6697
-zgIolzsJxY,Davison Igbinosun,2.2,15.181
-zgIolzsJxY,Davison Igbinosun,2.25,15.6953
-zgIolzsJxY,Davison Igbinosun,2.3,16.2127
-zgIolzsJxY,Davison Igbinosun,2.35,16.7328
-zgIolzsJxY,Davison Igbinosun,2.4,17.2556
-zgIolzsJxY,Davison Igbinosun,2.45,17.7809
-zgIolzsJxY,Davison Igbinosun,2.5,18.3086
-zgIolzsJxY,Davison Igbinosun,2.55,18.8387
-zgIolzsJxY,Davison Igbinosun,2.6,19.3709
-zgIolzsJxY,Davison Igbinosun,2.65,19.9051
-zgIolzsJxY,Davison Igbinosun,2.7,20.4414
-zgIolzsJxY,Davison Igbinosun,2.75,20.9795
-zgIolzsJxY,Davison Igbinosun,2.8,21.5194
-zgIolzsJxY,Davison Igbinosun,2.85,22.0609
-zgIolzsJxY,Davison Igbinosun,2.9,22.6041
-zgIolzsJxY,Davison Igbinosun,2.95,23.1488
-zgIolzsJxY,Davison Igbinosun,3.0,23.6949
-zgIolzsJxY,Davison Igbinosun,3.05,24.2425
-zgIolzsJxY,Davison Igbinosun,3.1,24.7913
-zgIolzsJxY,Davison Igbinosun,3.15,25.3414
-zgIolzsJxY,Davison Igbinosun,3.2,25.8926
-zgIolzsJxY,Davison Igbinosun,3.25,26.445
-zgIolzsJxY,Davison Igbinosun,3.3,26.9984
-zgIolzsJxY,Davison Igbinosun,3.35,27.5529
-zgIolzsJxY,Davison Igbinosun,3.4,28.1083
-zgIolzsJxY,Davison Igbinosun,3.45,28.6646
-zgIolzsJxY,Davison Igbinosun,3.5,29.2218
-zgIolzsJxY,Davison Igbinosun,3.55,29.7799
-zgIolzsJxY,Davison Igbinosun,3.6,30.3387
-zgIolzsJxY,Davison Igbinosun,3.65,30.8983
-zgIolzsJxY,Davison Igbinosun,3.7,31.4585
-zgIolzsJxY,Davison Igbinosun,3.75,32.0195
-zgIolzsJxY,Davison Igbinosun,3.8,32.5811
-zgIolzsJxY,Davison Igbinosun,3.85,33.1433
-zgIolzsJxY,Davison Igbinosun,3.9,33.7061
-zgIolzsJxY,Davison Igbinosun,3.95,34.2694
-zgIolzsJxY,Davison Igbinosun,4.0,34.8332
-zgIolzsJxY,Davison Igbinosun,4.05,35.3976
-zgIolzsJxY,Davison Igbinosun,4.1,35.9624
-zgIolzsJxY,Davison Igbinosun,4.15,36.5277
-zgIolzsJxY,Davison Igbinosun,4.2,37.0934
-zgIolzsJxY,Davison Igbinosun,4.25,37.6595
-zgIolzsJxY,Davison Igbinosun,4.3,38.226
-zgIolzsJxY,Davison Igbinosun,4.35,38.7928
-zgIolzsJxY,Davison Igbinosun,4.4,39.36
-zgIolzsJxY,Davison Igbinosun,4.45,39.9276
-zgIolzsJxY,Domani Jackson,0.0,0.0
-zgIolzsJxY,Domani Jackson,0.05,0.0142
-zgIolzsJxY,Domani Jackson,0.1,0.0558
-zgIolzsJxY,Domani Jackson,0.15,0.1235
-zgIolzsJxY,Domani Jackson,0.2,0.2162
-zgIolzsJxY,Domani Jackson,0.25,0.3325
-zgIolzsJxY,Domani Jackson,0.3,0.4713
-zgIolzsJxY,Domani Jackson,0.35,0.6317
-zgIolzsJxY,Domani Jackson,0.4,0.8124
-zgIolzsJxY,Domani Jackson,0.45,1.0127
-zgIolzsJxY,Domani Jackson,0.5,1.2314
-zgIolzsJxY,Domani Jackson,0.55,1.4678
-zgIolzsJxY,Domani Jackson,0.6,1.721
-zgIolzsJxY,Domani Jackson,0.65,1.9902
-zgIolzsJxY,Domani Jackson,0.7,2.2746
-zgIolzsJxY,Domani Jackson,0.75,2.5735
-zgIolzsJxY,Domani Jackson,0.8,2.8861
-zgIolzsJxY,Domani Jackson,0.85,3.212
-zgIolzsJxY,Domani Jackson,0.9,3.5503
-zgIolzsJxY,Domani Jackson,0.95,3.9005
-zgIolzsJxY,Domani Jackson,1.0,4.2621
-zgIolzsJxY,Domani Jackson,1.05,4.6345
-zgIolzsJxY,Domani Jackson,1.1,5.0171
-zgIolzsJxY,Domani Jackson,1.15,5.4096
-zgIolzsJxY,Domani Jackson,1.2,5.8113
-zgIolzsJxY,Domani Jackson,1.25,6.2219
-zgIolzsJxY,Domani Jackson,1.3,6.641
-zgIolzsJxY,Domani Jackson,1.35,7.0681
-zgIolzsJxY,Domani Jackson,1.4,7.5029
-zgIolzsJxY,Domani Jackson,1.45,7.9449
-zgIolzsJxY,Domani Jackson,1.5,8.3939
-zgIolzsJxY,Domani Jackson,1.55,8.8495
-zgIolzsJxY,Domani Jackson,1.6,9.3113
-zgIolzsJxY,Domani Jackson,1.65,9.7792
-zgIolzsJxY,Domani Jackson,1.7,10.2527
-zgIolzsJxY,Domani Jackson,1.75,10.7317
-zgIolzsJxY,Domani Jackson,1.8,11.2159
-zgIolzsJxY,Domani Jackson,1.85,11.705
-zgIolzsJxY,Domani Jackson,1.9,12.1987
-zgIolzsJxY,Domani Jackson,1.95,12.6969
-zgIolzsJxY,Domani Jackson,2.0,13.1994
-zgIolzsJxY,Domani Jackson,2.05,13.7059
-zgIolzsJxY,Domani Jackson,2.1,14.2162
-zgIolzsJxY,Domani Jackson,2.15,14.7303
-zgIolzsJxY,Domani Jackson,2.2,15.2478
-zgIolzsJxY,Domani Jackson,2.25,15.7686
-zgIolzsJxY,Domani Jackson,2.3,16.2926
-zgIolzsJxY,Domani Jackson,2.35,16.8196
-zgIolzsJxY,Domani Jackson,2.4,17.3494
-zgIolzsJxY,Domani Jackson,2.45,17.882
-zgIolzsJxY,Domani Jackson,2.5,18.4172
-zgIolzsJxY,Domani Jackson,2.55,18.9549
-zgIolzsJxY,Domani Jackson,2.6,19.4949
-zgIolzsJxY,Domani Jackson,2.65,20.0371
-zgIolzsJxY,Domani Jackson,2.7,20.5815
-zgIolzsJxY,Domani Jackson,2.75,21.128
-zgIolzsJxY,Domani Jackson,2.8,21.6763
-zgIolzsJxY,Domani Jackson,2.85,22.2265
-zgIolzsJxY,Domani Jackson,2.9,22.7785
-zgIolzsJxY,Domani Jackson,2.95,23.3321
-zgIolzsJxY,Domani Jackson,3.0,23.8873
-zgIolzsJxY,Domani Jackson,3.05,24.444
-zgIolzsJxY,Domani Jackson,3.1,25.0022
-zgIolzsJxY,Domani Jackson,3.15,25.5618
-zgIolzsJxY,Domani Jackson,3.2,26.1226
-zgIolzsJxY,Domani Jackson,3.25,26.6847
-zgIolzsJxY,Domani Jackson,3.3,27.248
-zgIolzsJxY,Domani Jackson,3.35,27.8124
-zgIolzsJxY,Domani Jackson,3.4,28.3778
-zgIolzsJxY,Domani Jackson,3.45,28.9443
-zgIolzsJxY,Domani Jackson,3.5,29.5118
-zgIolzsJxY,Domani Jackson,3.55,30.0802
-zgIolzsJxY,Domani Jackson,3.6,30.6495
-zgIolzsJxY,Domani Jackson,3.65,31.2196
-zgIolzsJxY,Domani Jackson,3.7,31.7905
-zgIolzsJxY,Domani Jackson,3.75,32.3622
-zgIolzsJxY,Domani Jackson,3.8,32.9346
-zgIolzsJxY,Domani Jackson,3.85,33.5077
-zgIolzsJxY,Domani Jackson,3.9,34.0814
-zgIolzsJxY,Domani Jackson,3.95,34.6558
-zgIolzsJxY,Domani Jackson,4.0,35.2308
-zgIolzsJxY,Domani Jackson,4.05,35.8063
-zgIolzsJxY,Domani Jackson,4.1,36.3824
-zgIolzsJxY,Domani Jackson,4.15,36.959
-zgIolzsJxY,Domani Jackson,4.2,37.5361
-zgIolzsJxY,Domani Jackson,4.25,38.1136
-zgIolzsJxY,Domani Jackson,4.3,38.6916
-zgIolzsJxY,Domani Jackson,4.35,39.27
-zgIolzsJxY,Domani Jackson,4.4,39.8488
-zgIolzsJxY,Chris Johnson,0.0,0.0
-zgIolzsJxY,Chris Johnson,0.05,0.0161
-zgIolzsJxY,Chris Johnson,0.1,0.0631
-zgIolzsJxY,Chris Johnson,0.15,0.1394
-zgIolzsJxY,Chris Johnson,0.2,0.2431
-zgIolzsJxY,Chris Johnson,0.25,0.3728
-zgIolzsJxY,Chris Johnson,0.3,0.5269
-zgIolzsJxY,Chris Johnson,0.35,0.704
-zgIolzsJxY,Chris Johnson,0.4,0.9029
-zgIolzsJxY,Chris Johnson,0.45,1.1222
-zgIolzsJxY,Chris Johnson,0.5,1.3609
-zgIolzsJxY,Chris Johnson,0.55,1.6177
-zgIolzsJxY,Chris Johnson,0.6,1.8917
-zgIolzsJxY,Chris Johnson,0.65,2.1818
-zgIolzsJxY,Chris Johnson,0.7,2.4872
-zgIolzsJxY,Chris Johnson,0.75,2.807
-zgIolzsJxY,Chris Johnson,0.8,3.1403
-zgIolzsJxY,Chris Johnson,0.85,3.4864
-zgIolzsJxY,Chris Johnson,0.9,3.8445
-zgIolzsJxY,Chris Johnson,0.95,4.2139
-zgIolzsJxY,Chris Johnson,1.0,4.5941
-zgIolzsJxY,Chris Johnson,1.05,4.9843
-zgIolzsJxY,Chris Johnson,1.1,5.384
-zgIolzsJxY,Chris Johnson,1.15,5.7927
-zgIolzsJxY,Chris Johnson,1.2,6.2098
-zgIolzsJxY,Chris Johnson,1.25,6.6349
-zgIolzsJxY,Chris Johnson,1.3,7.0675
-zgIolzsJxY,Chris Johnson,1.35,7.5072
-zgIolzsJxY,Chris Johnson,1.4,7.9535
-zgIolzsJxY,Chris Johnson,1.45,8.4062
-zgIolzsJxY,Chris Johnson,1.5,8.8647
-zgIolzsJxY,Chris Johnson,1.55,9.3288
-zgIolzsJxY,Chris Johnson,1.6,9.7982
-zgIolzsJxY,Chris Johnson,1.65,10.2726
-zgIolzsJxY,Chris Johnson,1.7,10.7516
-zgIolzsJxY,Chris Johnson,1.75,11.2351
-zgIolzsJxY,Chris Johnson,1.8,11.7227
-zgIolzsJxY,Chris Johnson,1.85,12.2142
-zgIolzsJxY,Chris Johnson,1.9,12.7094
-zgIolzsJxY,Chris Johnson,1.95,13.2082
-zgIolzsJxY,Chris Johnson,2.0,13.7101
-zgIolzsJxY,Chris Johnson,2.05,14.2152
-zgIolzsJxY,Chris Johnson,2.1,14.7232
-zgIolzsJxY,Chris Johnson,2.15,15.234
-zgIolzsJxY,Chris Johnson,2.2,15.7473
-zgIolzsJxY,Chris Johnson,2.25,16.2631
-zgIolzsJxY,Chris Johnson,2.3,16.7812
-zgIolzsJxY,Chris Johnson,2.35,17.3015
-zgIolzsJxY,Chris Johnson,2.4,17.8238
-zgIolzsJxY,Chris Johnson,2.45,18.348
-zgIolzsJxY,Chris Johnson,2.5,18.8741
-zgIolzsJxY,Chris Johnson,2.55,19.4019
-zgIolzsJxY,Chris Johnson,2.6,19.9313
-zgIolzsJxY,Chris Johnson,2.65,20.4622
-zgIolzsJxY,Chris Johnson,2.7,20.9945
-zgIolzsJxY,Chris Johnson,2.75,21.5282
-zgIolzsJxY,Chris Johnson,2.8,22.0632
-zgIolzsJxY,Chris Johnson,2.85,22.5994
-zgIolzsJxY,Chris Johnson,2.9,23.1367
-zgIolzsJxY,Chris Johnson,2.95,23.6751
-zgIolzsJxY,Chris Johnson,3.0,24.2145
-zgIolzsJxY,Chris Johnson,3.05,24.7548
-zgIolzsJxY,Chris Johnson,3.1,25.2961
-zgIolzsJxY,Chris Johnson,3.15,25.8382
-zgIolzsJxY,Chris Johnson,3.2,26.3811
-zgIolzsJxY,Chris Johnson,3.25,26.9247
-zgIolzsJxY,Chris Johnson,3.3,27.469
-zgIolzsJxY,Chris Johnson,3.35,28.014
-zgIolzsJxY,Chris Johnson,3.4,28.5597
-zgIolzsJxY,Chris Johnson,3.45,29.1059
-zgIolzsJxY,Chris Johnson,3.5,29.6527
-zgIolzsJxY,Chris Johnson,3.55,30.2
-zgIolzsJxY,Chris Johnson,3.6,30.7478
-zgIolzsJxY,Chris Johnson,3.65,31.2961
-zgIolzsJxY,Chris Johnson,3.7,31.8448
-zgIolzsJxY,Chris Johnson,3.75,32.3939
-zgIolzsJxY,Chris Johnson,3.8,32.9435
-zgIolzsJxY,Chris Johnson,3.85,33.4934
-zgIolzsJxY,Chris Johnson,3.9,34.0436
-zgIolzsJxY,Chris Johnson,3.95,34.5942
-zgIolzsJxY,Chris Johnson,4.0,35.1451
-zgIolzsJxY,Chris Johnson,4.05,35.6962
-zgIolzsJxY,Chris Johnson,4.1,36.2477
-zgIolzsJxY,Chris Johnson,4.15,36.7994
-zgIolzsJxY,Chris Johnson,4.2,37.3513
-zgIolzsJxY,Chris Johnson,4.25,37.9035
-zgIolzsJxY,Chris Johnson,4.3,38.4559
-zgIolzsJxY,Chris Johnson,4.35,39.0085
-zgIolzsJxY,Chris Johnson,4.4,39.5613
-zgIolzsJxY,Will Lee III,0.0,0.0
-zgIolzsJxY,Will Lee III,0.05,0.0144
-zgIolzsJxY,Will Lee III,0.1,0.0565
-zgIolzsJxY,Will Lee III,0.15,0.1249
-zgIolzsJxY,Will Lee III,0.2,0.2183
-zgIolzsJxY,Will Lee III,0.25,0.3355
-zgIolzsJxY,Will Lee III,0.3,0.4752
-zgIolzsJxY,Will Lee III,0.35,0.6363
-zgIolzsJxY,Will Lee III,0.4,0.8176
-zgIolzsJxY,Will Lee III,0.45,1.0183
-zgIolzsJxY,Will Lee III,0.5,1.2372
-zgIolzsJxY,Will Lee III,0.55,1.4735
-zgIolzsJxY,Will Lee III,0.6,1.7263
-zgIolzsJxY,Will Lee III,0.65,1.9947
-zgIolzsJxY,Will Lee III,0.7,2.278
-zgIolzsJxY,Will Lee III,0.75,2.5754
-zgIolzsJxY,Will Lee III,0.8,2.8862
-zgIolzsJxY,Will Lee III,0.85,3.2097
-zgIolzsJxY,Will Lee III,0.9,3.5452
-zgIolzsJxY,Will Lee III,0.95,3.8922
-zgIolzsJxY,Will Lee III,1.0,4.25
-zgIolzsJxY,Will Lee III,1.05,4.6182
-zgIolzsJxY,Will Lee III,1.1,4.9962
-zgIolzsJxY,Will Lee III,1.15,5.3834
-zgIolzsJxY,Will Lee III,1.2,5.7795
-zgIolzsJxY,Will Lee III,1.25,6.184
-zgIolzsJxY,Will Lee III,1.3,6.5964
-zgIolzsJxY,Will Lee III,1.35,7.0164
-zgIolzsJxY,Will Lee III,1.4,7.4435
-zgIolzsJxY,Will Lee III,1.45,7.8774
-zgIolzsJxY,Will Lee III,1.5,8.3178
-zgIolzsJxY,Will Lee III,1.55,8.7643
-zgIolzsJxY,Will Lee III,1.6,9.2167
-zgIolzsJxY,Will Lee III,1.65,9.6746
-zgIolzsJxY,Will Lee III,1.7,10.1377
-zgIolzsJxY,Will Lee III,1.75,10.6057
-zgIolzsJxY,Will Lee III,1.8,11.0786
-zgIolzsJxY,Will Lee III,1.85,11.5559
-zgIolzsJxY,Will Lee III,1.9,12.0374
-zgIolzsJxY,Will Lee III,1.95,12.523
-zgIolzsJxY,Will Lee III,2.0,13.0124
-zgIolzsJxY,Will Lee III,2.05,13.5055
-zgIolzsJxY,Will Lee III,2.1,14.0021
-zgIolzsJxY,Will Lee III,2.15,14.5019
-zgIolzsJxY,Will Lee III,2.2,15.0048
-zgIolzsJxY,Will Lee III,2.25,15.5107
-zgIolzsJxY,Will Lee III,2.3,16.0194
-zgIolzsJxY,Will Lee III,2.35,16.5307
-zgIolzsJxY,Will Lee III,2.4,17.0446
-zgIolzsJxY,Will Lee III,2.45,17.5609
-zgIolzsJxY,Will Lee III,2.5,18.0795
-zgIolzsJxY,Will Lee III,2.55,18.6002
-zgIolzsJxY,Will Lee III,2.6,19.123
-zgIolzsJxY,Will Lee III,2.65,19.6478
-zgIolzsJxY,Will Lee III,2.7,20.1744
-zgIolzsJxY,Will Lee III,2.75,20.7027
-zgIolzsJxY,Will Lee III,2.8,21.2327
-zgIolzsJxY,Will Lee III,2.85,21.7643
-zgIolzsJxY,Will Lee III,2.9,22.2974
-zgIolzsJxY,Will Lee III,2.95,22.832
-zgIolzsJxY,Will Lee III,3.0,23.3678
-zgIolzsJxY,Will Lee III,3.05,23.905
-zgIolzsJxY,Will Lee III,3.1,24.4434
-zgIolzsJxY,Will Lee III,3.15,24.983
-zgIolzsJxY,Will Lee III,3.2,25.5236
-zgIolzsJxY,Will Lee III,3.25,26.0653
-zgIolzsJxY,Will Lee III,3.3,26.608
-zgIolzsJxY,Will Lee III,3.35,27.1516
-zgIolzsJxY,Will Lee III,3.4,27.6961
-zgIolzsJxY,Will Lee III,3.45,28.2415
-zgIolzsJxY,Will Lee III,3.5,28.7877
-zgIolzsJxY,Will Lee III,3.55,29.3346
-zgIolzsJxY,Will Lee III,3.6,29.8823
-zgIolzsJxY,Will Lee III,3.65,30.4306
-zgIolzsJxY,Will Lee III,3.7,30.9796
-zgIolzsJxY,Will Lee III,3.75,31.5292
-zgIolzsJxY,Will Lee III,3.8,32.0795
-zgIolzsJxY,Will Lee III,3.85,32.6302
-zgIolzsJxY,Will Lee III,3.9,33.1815
-zgIolzsJxY,Will Lee III,3.95,33.7333
-zgIolzsJxY,Will Lee III,4.0,34.2856
-zgIolzsJxY,Will Lee III,4.05,34.8384
-zgIolzsJxY,Will Lee III,4.1,35.3915
-zgIolzsJxY,Will Lee III,4.15,35.9451
-zgIolzsJxY,Will Lee III,4.2,36.4991
-zgIolzsJxY,Will Lee III,4.25,37.0534
-zgIolzsJxY,Will Lee III,4.3,37.6081
-zgIolzsJxY,Will Lee III,4.35,38.1631
-zgIolzsJxY,Will Lee III,4.4,38.7184
-zgIolzsJxY,Will Lee III,4.45,39.2741
-zgIolzsJxY,Will Lee III,4.5,39.83
-zgIolzsJxY,Hezekiah Masses,0.0,0.0
-zgIolzsJxY,Hezekiah Masses,0.05,0.0135
-zgIolzsJxY,Hezekiah Masses,0.1,0.0531
-zgIolzsJxY,Hezekiah Masses,0.15,0.1177
-zgIolzsJxY,Hezekiah Masses,0.2,0.206
-zgIolzsJxY,Hezekiah Masses,0.25,0.3169
-zgIolzsJxY,Hezekiah Masses,0.3,0.4493
-zgIolzsJxY,Hezekiah Masses,0.35,0.6022
-zgIolzsJxY,Hezekiah Masses,0.4,0.7747
-zgIolzsJxY,Hezekiah Masses,0.45,0.9658
-zgIolzsJxY,Hezekiah Masses,0.5,1.1746
-zgIolzsJxY,Hezekiah Masses,0.55,1.4004
-zgIolzsJxY,Hezekiah Masses,0.6,1.6422
-zgIolzsJxY,Hezekiah Masses,0.65,1.8993
-zgIolzsJxY,Hezekiah Masses,0.7,2.1711
-zgIolzsJxY,Hezekiah Masses,0.75,2.4568
-zgIolzsJxY,Hezekiah Masses,0.8,2.7557
-zgIolzsJxY,Hezekiah Masses,0.85,3.0673
-zgIolzsJxY,Hezekiah Masses,0.9,3.3909
-zgIolzsJxY,Hezekiah Masses,0.95,3.7259
-zgIolzsJxY,Hezekiah Masses,1.0,4.0719
-zgIolzsJxY,Hezekiah Masses,1.05,4.4283
-zgIolzsJxY,Hezekiah Masses,1.1,4.7946
-zgIolzsJxY,Hezekiah Masses,1.15,5.1703
-zgIolzsJxY,Hezekiah Masses,1.2,5.5551
-zgIolzsJxY,Hezekiah Masses,1.25,5.9483
-zgIolzsJxY,Hezekiah Masses,1.3,6.3498
-zgIolzsJxY,Hezekiah Masses,1.35,6.759
-zgIolzsJxY,Hezekiah Masses,1.4,7.1757
-zgIolzsJxY,Hezekiah Masses,1.45,7.5994
-zgIolzsJxY,Hezekiah Masses,1.5,8.0298
-zgIolzsJxY,Hezekiah Masses,1.55,8.4666
-zgIolzsJxY,Hezekiah Masses,1.6,8.9095
-zgIolzsJxY,Hezekiah Masses,1.65,9.3582
-zgIolzsJxY,Hezekiah Masses,1.7,9.8125
-zgIolzsJxY,Hezekiah Masses,1.75,10.2721
-zgIolzsJxY,Hezekiah Masses,1.8,10.7366
-zgIolzsJxY,Hezekiah Masses,1.85,11.206
-zgIolzsJxY,Hezekiah Masses,1.9,11.6799
-zgIolzsJxY,Hezekiah Masses,1.95,12.1581
-zgIolzsJxY,Hezekiah Masses,2.0,12.6405
-zgIolzsJxY,Hezekiah Masses,2.05,13.1269
-zgIolzsJxY,Hezekiah Masses,2.1,13.617
-zgIolzsJxY,Hezekiah Masses,2.15,14.1106
